file_path,label,file_size_bytes,num_objects,has_js,has_open_action,has_launch,has_embedded_file,has_aa,entropy
MALICIOUS\f1\f1\0811c227abd74c53f35c9dbebd3ba91df5092d686e7b154bf6a82d19ad1e40a3,1,14793,27,0,0,0,1,0,6.4057
MALICIOUS\f1\f1\0812c9c2598f8e138848dc7de9d8353c1bf8d400f78d011109288d8e7c734244,1,2112,10,1,0,0,1,0,5.0085
MALICIOUS\f1\f1\0823bdf01e3061c080b80d14eeddb4d57a8c9b553248f0dfa2ef496fd4ef8654,1,8372,22,0,0,0,1,0,7.6647
MALICIOUS\f1\f1\082602edaf3eba909a1419612d43398f5aa2986391e18fcfbf84e447980a54f9,1,9350,25,0,0,0,1,0,7.5884
MALICIOUS\f1\f1\0828ffcef834db8caf99bd872a0e6848ef1f3b567133ac121d6fccabb9d3099a,1,15181,9,1,1,0,0,0,7.9185
MALICIOUS\f1\f1\082aad300ad48c22e92d28042571ff19203d5cc553b02eb9456c36824488686d,1,9575,8,1,1,0,0,0,7.9224
MALICIOUS\f1\f1\0831f41c208c503b5be74dbb3d5de6e74f65337ceffd208ebdb9a7940af7ae9a,1,23166,14,1,0,0,0,0,3.8774
MALICIOUS\f1\f1\0835ed369fc3cc93075a734932dc5070d2de4a4347e99fb85ecf426667462dc8,1,9564,8,1,1,0,0,0,7.9093
MALICIOUS\f1\f1\08373e795c97d4fa96eb548edbcdca3466b5ebe86674f880fcf4989b3f81c128,1,9746,8,1,1,0,0,0,7.9308
MALICIOUS\f1\f1\083743b29d2618b771837aea395bdeb7fe531f439c4348cc2a340e47dd014d04,1,496147,47,0,0,0,0,0,7.9867
MALICIOUS\f1\f1\08380fe7cd7ed4ef1e41ac154a0fa13685011f51d9eac9f9e9900b6e67b9addd,1,14961,19,0,0,0,1,0,6.7255
MALICIOUS\f1\f1\083e2984972131fad4cb5cd3f8f4210208ed829ddfa94a83ad960a36be61fd2b,1,228494,143,1,0,0,0,1,7.3608
MALICIOUS\f1\f1\08461ac6649d2bf52437c13e3c70abef2a5e431009f96dc53fd7a34cec8cdcc7,1,12713,8,1,1,0,0,0,7.7149
MALICIOUS\f1\f1\08481d0865d3fda2e50b3a872e04e7e70177dcb027dcaa0083fc51f6bf673537,1,9304,8,1,1,0,0,0,7.926
MALICIOUS\f1\f1\085a3bc1fd015ec42b1ce4cf11d6b5c85c8cd69d2cc1430f836e11271769b48b,1,2706,7,1,1,0,0,0,7.7124
MALICIOUS\f1\f1\086680df7f00b7dfafd2642566c47220769fe1c15813e1b929a570f874aeda4c,1,15788,9,1,1,0,0,0,7.9302
MALICIOUS\f1\f1\086866ca41c5c867a8ce9fe1d0178e4f7971ac7b9bbbc0da01f511403b5aed09,1,15356,9,1,1,0,0,0,7.9151
MALICIOUS\f1\f1\08687e63b80b1184cdacadb6e6ca052f9274c986bce7b62b80a5e611998db60e,1,8076,9,1,1,0,0,0,5.4677
MALICIOUS\f1\f1\086c4624c30fc61f44b3dc67275779724e72a3e2dbae8d669a897ecda46f6712,1,9693,8,1,1,0,0,0,7.93
MALICIOUS\f1\f1\086f3afcda311e777ba0924f5da31264553a7618f02c77ce5d847606930f184c,1,8984,9,1,1,0,0,0,5.6274
MALICIOUS\f1\f1\088084819266e496dc349a4dbff0e21ea9176ca41bca7fe1f0cb51e57720de41,1,4146,7,1,1,0,0,0,7.837
MALICIOUS\f1\f1\0882359ef7032688632718d069034465e454f424a77b317522f2f20c29917c66,1,9440,8,1,1,0,0,0,7.9111
MALICIOUS\f1\f1\0883527f377fc300edb77d01eb90722f7d9de97a8b1240c87907617e978457bf,1,9901,9,1,1,0,0,0,5.7227
MALICIOUS\f1\f1\0887594f774fa5ceecc344f820c9c20cb47f511591ee790d971550b97635e93a,1,14797,19,0,0,0,1,0,7.9014
MALICIOUS\f1\f1\0890f092095a7678a991a539b39326962d271a58e75a74dd0b4cd1a670602b3e,1,8152,10,1,1,0,0,0,7.866
MALICIOUS\f1\f1\089e5925dd169774600c57ee2872cabaf08a1d0580e2a2f1ce16c5ba6fffdda8,1,60944,10,1,0,0,0,0,4.2756
MALICIOUS\f1\f1\08a29ba18a68bf0c244457fb0afac93429222648d544808dac28eeb71a84936a,1,17127,9,1,1,0,0,0,7.9425
MALICIOUS\f1\f1\08a3dc9db94450676346e2eede3f3ec3773003258aba21024bc1ff118a8900ca,1,296363,5,0,0,0,0,0,3.2759
MALICIOUS\f1\f1\08a8c8b9e80d5b69536ec29cb67e87146782367074399b31e1c66630cf7117ef,1,9655,9,1,1,0,0,0,5.5802
MALICIOUS\f1\f1\08aa732ffb465321830397ff8bd17146e15c7f7cbf982b284e2b57a719009051,1,8134,10,1,1,0,0,0,7.8893
MALICIOUS\f1\f1\08ad93f113997de531ed831604bac8a1bfcfa68e7914b7f12639a060cbff15b1,1,9742,8,1,1,0,0,0,7.929
MALICIOUS\f1\f1\08b3c8619bb06c510a98e36ea94321a8e784fd2d7285dbe4ee576a1eb54c2d8c,1,8405,9,1,1,0,0,0,5.9564
MALICIOUS\f1\f1\08b8308929a0c00f061e2d3580d5a32adb08fb516e9c3ef3a1589bd167eb9a68,1,38718,17,1,1,0,0,0,3.4892
MALICIOUS\f1\f1\08c3a087ffa5680e8245fe5a2201dc0cc319729b662810e287198c22f39f2ec4,1,7902,10,1,0,0,0,0,4.5418
MALICIOUS\f1\f1\08c4fb69288ab596930f63ac43fc3c9860437bb2a3ac78664c0f130151e5b14f,1,16322,10,1,0,0,0,0,4.344
MALICIOUS\f1\f1\08d6ac2b6d752330fa61e99dcb85c6cab70286d8588ca6efdd38e7976bfbde45,1,7413,4,0,0,0,0,0,7.9551
MALICIOUS\f1\f1\08df6152edbd2eec4f803e27b0b2bfc1abb23383ba3c0e6f24c440692dd70d73,1,17472,9,1,1,0,0,0,7.9028
MALICIOUS\f1\f1\08e8b64f3b1d62aaf81458793377b898b5fa59fa4794caaee8f9306b6ac3ac40,1,7986,9,1,1,0,0,0,7.8531
MALICIOUS\f1\f1\08e93baddbdb108465f6b48e62dd9289e5e09123234675c79e20d19faa5a7a51,1,12233,8,1,1,0,0,0,7.9346
MALICIOUS\f1\f1\08ee983fc48a65af63e829942b8bccca41b353df06820ece2566309d8c5e6da7,1,15338,9,1,1,0,0,0,7.9377
MALICIOUS\f1\f1\08eea6540fd7d69711ed466cc6506e3045c820e44e4a59e83fd14ff01e078a1a,1,7894,12,1,1,0,0,0,5.924
MALICIOUS\f1\f1\08efebc0aa73c8e97de08443b4cc5124f34783ec9b920807249d1a1da9844222,1,9821,8,1,1,0,0,0,7.9239
MALICIOUS\f1\f1\08f0953b1402d1ae3391c4b71acafb3b2a66f93726512c1258547a1e7b90adbb,1,13109,8,1,1,0,0,0,7.7516
MALICIOUS\f1\f1\08f65b23ae235831e61a9948f51ddb34c427b4031a1503722869956f4b829319,1,7630,9,1,1,0,0,0,6.0005
MALICIOUS\f1\f1\08fcd761a9f8fb9bbe7135c410d942403dfd65888274b60679bc0a8f15d3382c,1,15730,9,1,1,0,0,0,7.9409
MALICIOUS\f1\f1\08fd0efd105292eb40d711ad5c48224ae206caca2ee04c66579247e2991ac2b5,1,8283,9,1,1,0,0,0,7.8591
MALICIOUS\f1\f1\0902136bae706fda1dc334863cd251aeec9fc122e80575b16a6a23732ca6db43,1,9216,4,1,1,0,0,0,7.7802
MALICIOUS\f1\f1\0909288f1552280915412848a205318682b034de93301b5ac66a8bfcd64d99bd,1,17034,9,1,1,0,0,0,7.9205
MALICIOUS\f1\f1\090ffa3b2b30b955759a573370e945f1705e5be3a5704f3b5b7002edb08e95dd,1,9406,25,0,0,0,1,0,7.6041
MALICIOUS\f1\f1\09118118431013cac19f5c5aa2f10cfba10f6660fc2647239d370437e34265d0,1,11565,25,1,1,0,0,0,7.7718
MALICIOUS\f1\f1\0912898105816c5db83e754e8a0eb0e9727949698ef5acbc7e8d4c76c7f5f4f2,1,31354,23,1,1,0,0,0,7.8887
MALICIOUS\f1\f1\0914f6357bc836fc058d874c32f90e3a317b21882ca1b97306304c43c9ecdce0,1,54581,25,1,0,0,1,1,7.8399
MALICIOUS\f1\f1\09183bda27773b0e1943d17924ab88f477d49a6957d2eacfea7612e923f08055,1,9544,8,1,1,0,0,0,7.9232
MALICIOUS\f1\f1\091b8b73357cf7cdfc58322297e222f058f2c347437d07ed2cc3e52cb7f46874,1,176579,32,0,0,0,0,0,7.9848
MALICIOUS\f1\f1\0949e488d2f2d569ffa92d429ea6ae2b2fd6e80ede99b70e1eb10487bfdff442,1,2995,4,1,1,0,0,0,7.731
MALICIOUS\f1\f1\094acf85ed671499c2051260d688a4e2afd12b8e6a2f6aef056a1e7247c27c57,1,9442,8,1,1,0,0,0,7.9074
MALICIOUS\f1\f1\094c0641133f5a9dc75c107ac61d6baae87ff828b89a8b61a7d3d63eee38caa0,1,8016,9,1,1,0,0,0,7.8473
MALICIOUS\f1\f1\094dd472f538bdef7808cad2f7d7549a34f97a7b9208e6dd87f850585c32af52,1,14957,19,0,0,0,1,0,6.7266
MALICIOUS\f1\f1\09577a2f40a2713ff7f28aee1cb94766af1b9df9b21b93895e016a55ce1f5b15,1,9257,8,1,1,0,0,0,7.911
MALICIOUS\f1\f1\096262cc4069b8a907f1cdf9eed0455afe2b1b6d472f0c0341fbf68b3f4f0572,1,8544,9,1,1,0,0,0,5.7464
MALICIOUS\f1\f1\0971ef306261ec2f1c313e383500c78b0d2a53c9b860bbf8eb2771dddb97704c,1,9337,8,1,1,0,0,0,7.9122
MALICIOUS\f1\f1\098955fda27adee73457abd0cae2a6934edde4c579beb1c269a6ebdf0d97b794,1,8242,10,1,1,0,0,0,7.8846
MALICIOUS\f1\f1\098e47c187aacac56ed92a869fccf0d9ebcbad77722be1cac4ed78047d217a17,1,9803,8,1,1,0,0,0,7.9271
MALICIOUS\f1\f1\0991f277836b4f77af43b97c57a46ccc22cd0cf466fb6b6b9461feaa4babcd55,1,2112,10,1,0,0,1,0,5.0121
MALICIOUS\f1\f1\0993b341cd0f930502144f0aae6eea60f0459e62344bd80725c33a16d8b01169,1,77833,9,1,0,0,0,0,2.8217
MALICIOUS\f1\f1\099f846c4e5804babd67760f35ef0950080727e306c5ac87e116c0077c5563fe,1,5074,15,1,0,0,0,0,6.3028
MALICIOUS\f1\f1\09a27062f0dd386d9127b8afe9dd10282fe345ec1317b8af7adf1b6fb9e52804,1,543629,96,0,0,0,0,0,7.9916
MALICIOUS\f1\f1\09abbf2504e9be3d860406a6d16739acff00023d386078a14ed9539b8fe5347c,1,8417,10,1,1,0,0,0,7.8762
MALICIOUS\f1\f1\09b5ed47186b4dca92a7ff2ed01d4da0eab237784ccdf1c04e4926f56fc32645,1,14983,19,0,0,0,1,0,6.7251
MALICIOUS\f1\f1\09c2be155c1b1c6597765000d85f97858ab904b11dd8d91e42d093c85d54a085,1,9818,8,1,1,0,0,0,7.9257
MALICIOUS\f1\f1\09c7a87ab0dc60b1da27cccddb087c01a6c2625a96e2ccef94b2b8e4cfd7918c,1,9571,8,1,1,0,0,0,7.9256
MALICIOUS\f1\f1\09d11baedb5a409b6d056c5638a634827bbb6e268339361093b366fae3a00cbd,1,605739,39,0,0,0,0,1,7.9124
MALICIOUS\f1\f1\09d2653debaeead87d686e09d67aa447994d3d99961f52ccc65e826a97b65b83,1,2112,10,1,0,0,1,0,5.0041
MALICIOUS\f1\f1\09d65f08a4b9b354b7979cd1faea90bb88839b591628fec3a6f67f1bbd995b37,1,5675,12,0,0,0,1,0,7.6434
MALICIOUS\f1\f1\09d6c63df070b23a1be9997168446b1a0b9f4c6cab6bb451bc0b38404e3f4b03,1,8049,4,1,1,0,0,0,7.8015
MALICIOUS\f1\f1\09d861cce9dfe8276f4892ca5fa2afa5ba4a6d272b91778e008e6d5dc3c0d91e,1,6572,15,1,1,0,0,0,7.6316
MALICIOUS\f1\f1\09dd66b5023b989c0b80ccc1246f0f75e0fe8511b1203ca26fcc2b67a75cbb84,1,37169,25,1,1,0,0,0,7.3989
MALICIOUS\f1\f1\09df8f9b245944a82a3a45f8494052c257ebf21c518f8adc35984305fad1dcc8,1,3583,7,0,0,0,0,0,7.7361
MALICIOUS\f1\f1\09e03d04c16dcf87901d0543c972a680840a845a45dece80a6ec4da0e251cab7,1,13256,8,1,1,0,0,0,7.7369
MALICIOUS\f1\f1\09e345858b89fa56e164221bf390aab4817fad1a4f9296fb8b535234aab305ce,1,2869,11,1,0,0,0,0,7.6996
MALICIOUS\f1\f1\09e3adb884081d5dcad563bb91ab94519ccfc90d6faf025bc6b38b82daf67ebe,1,15091,19,0,0,0,1,0,6.7157
MALICIOUS\f1\f1\09eabc717fa6ba2334caca7c419015cd6c918e8af396cd36efbcc7602b230ea4,1,9170,9,1,1,0,0,0,5.2154
MALICIOUS\f1\f1\09eddc374813191b1a26a66b28a3f22b115e74c231c91d0228c1bf5d1ad4976c,1,3701,14,1,1,0,0,0,7.2175
MALICIOUS\f1\f1\09f08ddfca1c0ea210b4308932523600212fe134d80b7df9ae264269f5522973,1,9430,8,1,1,0,0,0,7.9111
MALICIOUS\f1\f1\09f0fdc82c47132a4a1b5df7076ae3832c10469c94fd939f2e2b79dd26cfc587,1,31204,9,1,1,0,0,0,4.7206
MALICIOUS\f1\f1\09f5958802728533fd860d4c7a7e8421d001aa8ac3cc573de194967e1cb60390,1,86351,16,0,0,0,0,0,4.3514
MALICIOUS\f1\f1\09f671fe3281fdb4626f297dc7985ae17967a80d1c0759ee67a0b8cdaa867dc0,1,42290,10,1,1,0,0,0,7.9694
MALICIOUS\f1\f1\0a0aac84d5a456af00712177faac53759c1de30d14d3b95aeae50317abbd35cb,1,8217,10,1,1,0,0,0,7.8763
MALICIOUS\f1\f1\0a0bfc7fa7ca589d32614b24cd5e0887296f34c69d533738d8bc0d97fe6f26aa,1,5518,27,1,0,0,0,1,6.8795
MALICIOUS\f1\f1\0a11428da07272878afaa9e90f754059cb78eed7268633617ab3ad63a5140b16,1,38098,10,1,1,0,0,0,7.9888
MALICIOUS\f1\f1\0a22c0d7831aca907c0bec90fcb61e0b716e29113423f920e41a6758dca32ec1,1,13227,11,1,1,0,0,0,4.0541
MALICIOUS\f1\f1\0a22dfee9cb99ef33008a2f4410d168f8016455d8a0514d32fb67b9dfb1fe92e,1,2153,9,1,0,0,0,0,7.654
MALICIOUS\f1\f1\0a2973e3eb3b1e784f02175ecd870ed8d574358ed3659b8a2cd384f268d0a297,1,8235,9,1,1,0,0,0,7.8606
MALICIOUS\f1\f1\0a2b4fec63e592b7ed45f09511b571c05117978f767700ed96e83969b8ce12ca,1,147668,19,1,1,1,1,1,7.9528
MALICIOUS\f1\f1\0a31d16f09e2cc90b1ed631740281e2f3826d23c5ca881f220c9be599d34a772,1,20137,29,1,0,0,0,1,5.7001
MALICIOUS\f1\f1\0a3622c034244aca311144d7e079d2bb240a55c298f523e97d79178414b413d9,1,567236,39,0,0,0,0,1,7.9016
MALICIOUS\f1\f1\0a377a1537199a3eedd6417dded03f9cb0c04da03ce36bd5d84540b1bc3edfa2,1,5964,9,1,0,0,0,0,7.7755
MALICIOUS\f1\f1\0a3d76a1ea5eba85c531041b37d1f6dfc76f6421172c02db342b8b397323f407,1,28304,10,1,0,0,0,0,4.3763
MALICIOUS\f1\f1\0a432066b18e2e1de4684bbe39afda6ee4c8e8143ca1cc7175c9985ebf49f928,1,15495,9,1,1,0,0,0,7.9318
MALICIOUS\f1\f1\0a52b487a66f75d46b2fc1f2b6aa819f28b8fa34520ee9384f3c788603df9cd7,1,2112,10,1,0,0,1,0,5.003
MALICIOUS\f1\f1\0a55482266f59c8908cae7bcfaf70862f6a99af9523304712881420c42f07349,1,9741,26,0,0,0,1,0,7.6074
MALICIOUS\f1\f1\0a5a0447d3d34bb99a6add48c166d638458dbea41b57fcf7507d0d10b2fe7e1f,1,5678,4,1,1,0,0,0,7.8355
MALICIOUS\f1\f1\0a6ee4738d34985afac658fb8c7a9949fd9052f0b7046ce0f4b6fdcd18455a5b,1,8133,9,1,1,0,0,0,7.8576
MALICIOUS\f1\f1\0a7020d95e4eff83f8c6ecc6cf25d93f93b0e9a55feb46bb67ece40dc58746a3,1,15472,9,1,1,0,0,0,7.9032
MALICIOUS\f1\f1\0a724c9dcada57a1143f28c7843e1b17ae89b59935ac65292b1875d0c84ba277,1,52978,36,1,1,0,0,0,7.8519
MALICIOUS\f1\f1\0a7a63e603bffb808fa84ba5a7269339bb6ba6872a7d0b45793986a5903b7b38,1,154523,5,0,1,0,0,0,3.4984
MALICIOUS\f1\f1\0a7bfcc43aac54bdc26aabdd1c40d60549a05c9168d28527e7f542bb296b4971,1,15806,9,1,1,0,0,0,7.9446
MALICIOUS\f1\f1\0a85e760acb63cb423c1c22bf1ee5c9e8acf43843b0ad0f8c30d4e410ed3f391,1,10962,15,1,0,0,0,0,5.7334
MALICIOUS\f1\f1\0a879469f6f7bf9a99e56b5c5d88b7908aa7287183e5b33e737bdec7829ac40e,1,8282,9,1,1,0,0,0,7.8547
MALICIOUS\f1\f1\0a87c2cb9fb208d7d23a9382431cb50a81016b05b3f53733f0e3a7149316dc87,1,8186,9,1,1,0,0,0,7.8434
MALICIOUS\f1\f1\0a8a028a86cd9c27904cbc1551b250258eb6deea125b489c848290cbb55464b4,1,211489,62,0,0,0,0,0,7.9812
MALICIOUS\f1\f1\0a8e8ae35313d5cc4cd5ee7086aa177fa750d399e11aa474f649307973508ff0,1,8253,9,1,1,0,0,0,7.8687
MALICIOUS\f1\f1\0a8eb8138ec823f5dc910070cd5180e5308ad7d881c5321c7141ba991ba13afe,1,1973,9,1,0,0,0,0,7.6116
MALICIOUS\f1\f1\0a8fd467580243697e8cfdd1cbb12fab7b8615b11210f7b2e1e5c82f22a4331a,1,16252,9,1,1,0,0,0,7.9431
MALICIOUS\f1\f1\0a98a8b6ed8e735b6458ffedbdd99e9647c6da82c13040e71d5768bca29a1b00,1,16573,14,1,0,0,0,0,7.5919
MALICIOUS\f1\f1\0a98c8c57d053d6818d108d78a122f295b13abd116e5c39a9ef44860e788fc1f,1,15093,19,0,0,0,1,0,6.7157
MALICIOUS\f1\f1\0a9fb3b9468f679046ef0c172f4c3b2c366151581a3710501781b30b8f2ebeb6,1,83222,21,1,0,0,0,0,7.8531
MALICIOUS\f1\f1\0aa554e58704d5b912f4cc84e709b8b5021abb7d2fa9b783ce97c967cf966ddc,1,32303,27,1,1,0,0,0,7.8811
MALICIOUS\f1\f1\0ab6fd012d9c4d098eb2cfa8490250237885501180d51c286ce2ccdb8576b3b4,1,76382,9,1,0,0,0,0,2.9092
MALICIOUS\f1\f1\0ac2000bf4ffcd840a495928a3b1bee8764e61ba7e297af3a00e3821221427c9,1,16248,11,1,0,0,0,0,3.6473
MALICIOUS\f1\f1\0ad305dd0c72f3253aca1b1b06af5b137158aded8d90f7c920895eb893f3eef1,1,16539,9,1,1,0,0,0,7.9297
MALICIOUS\f1\f1\0ad5b3b843a1a592e7d39a7bfeae560b4fc9ab955c08996719b176075dcb31cc,1,1905,9,1,0,0,0,0,7.6224
MALICIOUS\f1\f1\0ae6d09bb5615549047a84ce26ad1520247c442a2d13c46cc81c14c62f64edc5,1,10018,35,1,1,0,0,0,7.2337
MALICIOUS\f1\f1\0ae6ea0943104d1bf040fda946a6215ffced595e781e420846d5935b79af4083,1,13390,5,1,0,0,0,1,7.9749
MALICIOUS\f1\f1\0ae7fa75344669b847a4051bd7531f861b37649a9713d3969a0471b8d59da0f7,1,55553,65,0,0,0,0,0,7.7014
MALICIOUS\f1\f1\0aed7e260456e9f09d0932d50a726cbbf61e410de09eb49a0375d93a7b7a44e2,1,243792,20,0,1,0,0,0,7.7899
MALICIOUS\f1\f1\0af5f1b0afff2ab5ca1a3c670a6467a95f8b81715ad34013e1243552b65f3dbb,1,8471,10,1,1,0,0,0,7.8763
MALICIOUS\f1\f1\0b005888fd0dd621fd90937fb955149c24aabcad50a5b379008710b3749d6e80,1,9694,35,1,1,0,0,0,7.174
MALICIOUS\f1\f1\0b045de724539fc96e71f594af1dece49796ec4808e9756b8a3822fecb5e12b2,1,8027,4,1,1,0,0,0,7.8145
MALICIOUS\f1\f1\0b0b2abf68485a6ec3b41348595fb585bf770e296c159eca5d970db87a72ab1e,1,89945,10,1,0,0,0,0,4.2527
MALICIOUS\f1\f1\0b130abdc8c9e5d0aa319dac2bcf9ed2be9e1fc0d5da2c2e8b1b9da1083cf995,1,355928,20,1,0,0,0,0,7.996
MALICIOUS\f1\f1\0b1decea59ff461c72e0fea8462783ca8f4f0501e797bae70141d51449917652,1,15093,19,0,0,0,1,0,6.7149
MALICIOUS\f1\f1\0b21d6cd9fa4cedfcd0b001683e242f333da75485088537b1f0afa5a1a6bc5e0,1,17081,9,1,1,0,0,0,7.9091
MALICIOUS\f1\f1\0b3181d454b68fbffac77955ebe8b81923cc566bf52884f29c60707a42108aee,1,8089,9,1,1,0,0,0,7.8391
MALICIOUS\f1\f1\0b35e9357ea1f018bd718a29ce2bf0fb715a9c69d3e0151a3504c63c03eb5873,1,22864,10,1,0,0,0,0,4.4452
MALICIOUS\f1\f1\0b38ede6f27749589413f95f5aaf04d4a9e5339e0cc23fb42b11666112629e25,1,94525,8,1,1,0,0,0,3.0902
MALICIOUS\f1\f1\0b3dd08338b885098d1b077676fe7c64765fa323673fabbb191e1cc7f11c58c6,1,2112,10,1,0,0,1,0,5.0069
MALICIOUS\f1\f1\0b49e5efc7cf666ac419b5e8effab1fc68f3d6ed671e90eafa627086889354b2,1,48529,55,0,0,0,0,0,7.7365
MALICIOUS\f1\f1\0b56239f06a902d51465053128cf583b067ee55a77d5f00cde1999c851b25e94,1,8313,9,1,1,0,0,0,7.8563
MALICIOUS\f1\f1\0b5989f557472209029fa1513e04c72ffac892cb888204ad860c921b6f19e33f,1,2112,10,1,0,0,1,0,4.9991
MALICIOUS\f1\f1\0b645e93f9deab9d0730d57e9778a0f069edbe43402c44eb2ae75472b5c8f7a9,1,2112,10,1,0,0,1,0,5.0023
MALICIOUS\f1\f1\0b6701779d2074bceabce1a5fb2f632c24bf27b5db121715856ec9195791c619,1,78348,5,1,0,0,0,1,1.2084
MALICIOUS\f1\f1\0b73da0d940b8c0657563cb4e0c6a3304f649791fc96d08d4c0f451dcc49f20a,1,8021,10,1,1,0,0,0,7.878
MALICIOUS\f1\f1\0b856d4c53771e8804824ed1b99404fff06e973ea9a65b657eec08e21092de55,1,9675,8,1,1,0,0,0,7.9249
MALICIOUS\f1\f1\0b8611dfc472c862a7c5e91d40e8cfac1cb8e31cd67dcc3c0f587700dae38724,1,2112,10,1,0,0,1,0,5.0013
MALICIOUS\f1\f1\0b88dd16e92e02ff9fef686027bd519598a7c1007af07073f5b7bacd1d49c63d,1,4077,13,1,1,0,0,0,7.4717
MALICIOUS\f1\f1\0b95b66a30c7230d82e793db5b3dc395e8621e7953f2a474ce18ab0715d7bc21,1,10619,19,1,1,0,0,0,7.7676
MALICIOUS\f1\f1\0b973e764b7389bb54cf32c3becce58c7bc8049eecc3f6f3878a2368677a49a7,1,9802,8,1,1,0,0,0,7.9254
MALICIOUS\f1\f1\0b977fc84be8d45b99044ba48aeb504f6e94396eb4587a6c42750f723909a1ec,1,2123,9,1,0,0,0,0,7.6488
MALICIOUS\f1\f1\0b9b44168b16319635d9b742838f9a45293ad7848580f89e136d8fc982cc106b,1,17337,9,1,1,0,0,0,7.9486
MALICIOUS\f1\f1\0b9f16dcde40369eb863b0a35db0fb4fda40226c6b0bb684cbc2d5cea38c052f,1,1587,9,1,0,0,0,0,7.4382
MALICIOUS\f1\f1\0b9fdd6f9623e2055024a1f405b24928edd109f3834f883669023fe8d73141a1,1,8520,9,1,1,0,0,0,7.8487
MALICIOUS\f1\f1\0ba019c57691fbdcdd6a368fd0b597593d383612b009a4474667c1eb75bb1561,1,9296,8,1,1,0,0,0,7.919
MALICIOUS\f1\f1\0bb0ac901543232e376aa104d4a6b5d6a96e268f6ad8da2c66c9aec2bd5d83f9,1,56173,54,1,1,0,0,0,6.5616
MALICIOUS\f1\f1\0bb159a706596ff4da74f56a98660dbf22fff41d1d8d3800c7427927d50d080f,1,237642,17,0,0,0,0,0,7.9235
MALICIOUS\f1\f1\0bb32801cff8500ba6c5b82db67fce0794e587ee914d58f5150c9205593296cc,1,15577,9,1,1,0,0,0,7.9375
MALICIOUS\f1\f1\0bb9cf542ab6c7369a2fc2bf71ab319431c81152728f0e682b0ecf26d15c7a6f,1,2061,9,1,0,0,0,0,7.5904
MALICIOUS\f1\f1\0bbd387560f012e1f606ab650e6d2a75712e617f534ef02af493a18ec70ce0fd,1,2403,9,1,0,0,0,0,7.7024
MALICIOUS\f1\f1\0bc5868ea18fbcc89a6322212cd7bd2beff2dbb92540977eff5b31d3bcdcd90f,1,4819,13,1,1,0,0,0,7.476
MALICIOUS\f1\f1\0bc73b66fa90e7737712edbc0f9d37d7714433793e0c09ced22b03cc48f93b86,1,3958,7,1,0,0,0,0,7.7993
MALICIOUS\f1\f1\0bce7eded06e2261eb8ef6c26e459030d295f8f3801bff271a655d961bec98b0,1,9564,8,1,1,0,0,0,7.9142
MALICIOUS\f1\f1\0bd0262b5c6ce4890a8b40e15843d21127a7a8977e8a192f23bccaf6b83ecf63,1,3609,9,1,0,0,0,0,7.589
MALICIOUS\f1\f1\0bd1a5731f70dbf77c03e09822e2b3d68a4f25064baff7371f281410114fc936,1,607083,6,1,0,0,0,1,3.1972
MALICIOUS\f1\f1\0bd4a015963f3cc0ac6d7ffa64d21594652925c672a8a3862a14eb57cf2af257,1,9265,8,1,1,0,0,0,7.9168
MALICIOUS\f1\f1\0bed9989baa2d1c24037c1b0784b54d6a42a0850906a92d5f95236cbba75668a,1,104606,9,0,0,0,0,0,2.9026
MALICIOUS\f1\f1\0bf77f8420aca0505f84877fce964a2a4facd5675858d5a6bb83146e9646c5b3,1,764935,346,1,1,0,0,1,7.9276
MALICIOUS\f1\f1\0bfe6f9186bcc28a464aeb99feb249308d6669abbfb620a15ab92dbff738a578,1,16176,9,1,1,0,0,0,7.9407
MALICIOUS\f1\f1\0bfef6e226aa794f69cb77fff4a22cc0c01e104de5792d7b273a8c87b3a07371,1,9419,8,1,1,0,0,0,7.9283
MALICIOUS\f1\f1\0c020edb3cec1407368ba5521f2ab590ceb2a6a68089c10158408c35897c05f9,1,19825,14,0,0,0,1,0,5.8142
MALICIOUS\f1\f1\0c039176f619e53404fe07a3cb051b2b1d2633a4bce5fb3e0d3fc70f7c945413,1,8192,3,1,0,0,0,0,4.1795
MALICIOUS\f1\f1\0c152342c80a8adc0eb38e0dd83ba595ea497335265263295ee586fd2219f6f8,1,38243,16,1,1,0,0,0,3.4352
MALICIOUS\f1\f1\0c195468723571f06e390b62ec81d6466155dc042401da23e57b992ec3a55677,1,9299,8,1,1,0,0,0,7.9191
MALICIOUS\f1\f1\0c258d254eeec1b01eaa879c74468b69a45daab27d8045474f4e48b68483597d,1,2059,10,1,0,0,1,0,4.9817
MALICIOUS\f1\f1\0c25f7555b9e29782e30967c80d2e6de63b3caa8cc941091ed63c66941992fdd,1,18020,9,1,1,0,0,0,5.6169
MALICIOUS\f1\f1\0c261ab394c0aa7262b57b51acb4bfdd292b94c8231da07c64afa612637ff279,1,15021,19,0,0,0,1,0,6.7211
MALICIOUS\f1\f1\0c2de781c57eba328b5ac4e8c42eb214e3a34742701bda28dbf528e93732ab21,1,8121,4,1,1,0,0,0,4.1805
MALICIOUS\f1\f1\0c3948daa18aa3ee0cf89c42da287634e28edd16533b82dd4bf4211d6c90002a,1,8122,9,1,1,0,0,0,7.8485
MALICIOUS\f1\f1\0c40c85d04da71051efbb18e0cb62dc54cb077976d27554d1d0ddee18605fe88,1,8151,10,1,1,0,0,0,7.8764
